# time corr
    0.302929    49.767572
    0.808006    35.340020
    2.114672    16.585392
    3.216927     1.239655
    4.366841    28.964748
    5.209142    34.275323
    5.944401     9.779343
    6.987171    25.308148
    8.018097    35.228115
    8.950588    16.326034
   10.163650    29.837598
   10.981544     6.998778
   11.843887    28.800031
   12.951179    20.066281
   14.043583    15.220608
   15.531428    31.942394
   15.759689    10.725329
   16.933495     9.501077
   17.959329     2.416878
   19.033169    14.371409
   20.118903    38.022660
   21.178707    26.809600
   22.200679     6.084932
   23.314201     3.524605
   23.721367    16.122360
   24.804463    15.900901
   26.052960    44.610772
   27.050959     1.531004
   27.979382    10.321391
   29.028067     6.132462
   29.903016    41.030457
   30.912144    31.515380
   31.771240    40.880404
   33.002583    38.582410
   34.196484    35.594213
   34.998892     4.385245
   35.944782    12.771500
   37.223998    29.396776
   37.829943    14.701002
   38.764750    37.149172
   39.960601    11.690700
   40.956319    43.361839
   41.771806    25.601135
   43.207320    30.409887
   44.195581    16.818603
   44.842640    36.272048
   46.174601    17.301973
   46.685144     8.652498
   48.126534     9.072377
   48.941367    15.672188
   49.751545     6.134675
   51.002995    25.574915
   51.952815    25.139653
   53.023395    29.584046
   53.952633     0.880958 
   55.025638     5.917392
   56.181374     6.311684
   56.786745    49.882048
   57.934237    11.070701
   58.987123    25.434568
   60.053747    27.754529
   61.210630    13.914090
   62.056932    25.100907
   62.803600    27.737240
   64.031307    49.678730
   65.091135    19.389863
   66.011791    24.669886
   66.921699     3.475781
   68.446851    38.457751
   68.956826    24.774441
   70.054142    47.436438
   70.685332    40.514163
   71.853996    48.496583
   73.214888    47.437064
   74.031776    44.995219
   74.894687    25.493277
   76.515896    35.335763
   76.955455     9.667685
   77.609259    30.095054
   79.003741    10.480949
   80.160550     5.000504
   81.153349    40.405471
   81.811384    26.612504
   82.707595     7.333278
   84.222525    40.329949
   85.256574     6.806994
   85.852407    46.673450
   87.030402    28.207120
   87.987561    13.295303
   89.113665     0.642783
   89.928665    19.292546
   90.682073    33.422038
   92.288201     8.449183
   92.892273    20.232705
   93.793780    32.918061
   94.879460    18.793449
   95.996244    25.119199
   96.760384     1.052003
   97.968867    25.225463
   99.616811    45.365462
